Kanji,Reading,Meaning,Japanese Example,English Example
天,てん,"heaven, sky",夜空にはたくさんの星が輝いていた。,Many stars were shining in the night sky.
田園,でんえん,"country, rural districts",彼女は田園風景が好きだ。,She likes the rural landscape.
天下,てんか,"the world, whole country",彼は天下一品の勇者だ。,He is a world-class hero.
転回,てんかい,"revolution, rotation",机の上を転回する。,Rotate the object on the desk.
連休,れんきゅう,consecutive holidays,来週は連休だ。,Next week is a consecutive holiday.
レンジ,レンジ,"range, stove",台所に新しいレンジを設置した。,Installed a new stove in the kitchen.
連日,れんじつ,every day,彼は連日忙しい。,He is busy every day.
連帯,れんたい,solidarity,仲間たちと連帯を固める。,Strengthen solidarity with comrades.
レンタカー,レンタカー,rented car,旅行用にレンタカーを借りた。,Rented a car for the trip.
連中,れんちゅう,"colleagues, company, a lot",彼の周りにはいつも連中が集まっていた。,There were always people around him.
レントゲン,レントゲン,X-ray (lit: Roentgen),骨折の有無をレントゲンで確認する。,Check for bone fractures with an X-ray.
連邦,れんぽう,"commonwealth, federation of states",多くの州で連邦政府が権限を持っている。,The federal government has authority in many states.
連盟,れんめい,"league, union, alliance",スポーツ連盟に加入する。,Join the sports league.
老衰,ろうすい,"senility, senile decay",老衰により寿命が尽きる。,Life ends due to senility.
朗読,ろうどく,"reading aloud, recitation",授業で朗読コンテストが行われた。,A reading contest was held in the class.
浪費,ろうひ,"waste, extravagance",金の浪費は避けるべきだ。,Avoid wasting money.
労力,ろうりょく,"labor, effort, trouble",新しいプロジェクトに多くの労力を費やす。,Invest a lot of effort in the new project.
ロープウエイ,ロープウエイ,"ropeway, aerial tram",山頂までロープウエイで行った。,We went to the mountaintop by ropeway.
ロープ,ロープ,rope,ロープを使って箱を引き上げた。,Pulled the box up using a rope.
ろくな,ろくな,"satisfactory, decent",ろくな対策をとらないと危険だ。,It is dangerous not to take proper measures.
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",彼女の発言は露骨すぎる。,Her remarks are too blunt.
ロマンチック,ロマンチック,romantic,ロマンチックな夜を過ごす。,Spend a romantic night.
論議,ろんぎ,discussion,政治問題について論議する。,Discuss political issues.
論理,ろんり,logic,この論理は筋が通っていない。,This logic doesn't make sense.
惑星,わくせい,planet,地球は私たちの生存する惑星だ。,Earth is the planet we live on.
技,わざ,"art, technique",彼はその技に長けている。,He is skilled in that technique.
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",彼はわざわざ助けに来てくれた。,He came all the way to help me.
煩わしい,わずらわしい,"burdensome, troublesome, complicated",彼は煩わしい問題に直面している。,He is facing a burdensome problem.
渡り鳥,わたりどり,"migratory bird, bird of passage",渡り鳥が空を飛んでいる。,Migratory birds are flying across the sky.
ワット,ワット,watt,この電球は60ワットです。,This light bulb is 60 watts.
詫び,わび,apology,彼は謝罪のために詫びを入れた。,He made an apology to express his regret.
和文,わぶん,"Japanese text, sentence in Japanese",その本は和文と英文で書かれている。,That book is written in Japanese and English.
藁,わら,straw,彼は藁で帽子を作った。,He made a hat out of straw.
～割,～わり,~ percent,値段が10割下がった。,The price dropped by 10 percent.
割当,わりあて,"allotment, allocation, quota",その仕事には明確な割当が必要だ。,Clear allocation is required for that task.
割込む,わりこむ,"to cut in, to disturb",彼は話し中に割り込んできた。,He cut in while we were talking.
悪者,わるもの,"bad fellow, rascal",昔話にはいつも悪者が登場する。,There is always a villain in fairy tales.
我,われ,"me, oneself, self, ego",自分を知れば我を知るべし。,"Know yourself, know thyself."
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",仕事が捗っている。,Work is progressing well.
はかない,はかない,"short-lived, momentary, ephemeral",人生ははかないものだ。,Life is fleeting.
ばかばかしい,ばかばかしい,stupid,彼の言動はばかばかしい。,His behavior is absurd.
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",契約を破棄する。,To cancel a contract.
剥ぐ,はぐ,"to tear off, to peel off, to rip off",ポスターからシールを剥ぐ。,To peel off a sticker from a poster.
迫害,はくがい,persecution,宗教的な迫害が行われている。,There is religious persecution taking place.
薄弱,はくじゃく,"feebleness, weakness, weak",その計画は薄弱だと言われた。,The plan was criticized as weak.
白状,はくじょう,confession,彼は事件の白状をした。,He confessed to the crime.
漠然,ばくぜん,"obscure, vague, equivocal",彼の計画は漠然としている。,His plan is vague.
爆弾,ばくだん,bomb,爆弾が爆発した。,The bomb exploded.
爆破,ばくは,"blast, explosion, blow up",爆破作業が始まった。,The blasting operation has begun.
暴露,ばくろ,"disclosure, exposure, revelation",重要な情報が暴露された。,Important information was exposed.
励ます,はげます,"to encourage, to cheer, to raise (the voice)",友達を励ます。,To encourage a friend.
励む,はげむ,"to be zealous, to make an effort",成績向上のために励む。,To strive for better grades.
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",壁の塗料が剥げてきた。,The paint on the wall is peeling off.
化ける,ばける,"to disguise, to take the form of",狸が老婆に化けた。,The badger transformed into an old woman.
派遣,はけん,"dispatch, send",外国に派遣される。,To be dispatched to a foreign country.
恥,はじ,"shame, embarrassment",彼女は大声で恥ずかしがった。,She blushed loudly in embarrassment.
弾く,はじく,"to play (piano, guitar)",彼はギターを上手に弾く。,He plays the guitar skillfully.
パジャマ,パジャマ,pajamas,寝る前にパジャマを着る。,Put on pajamas before going to bed.
恥じらう,はじらう,"to feel shy, to be bashful, to blush",初対面の人に恥じらってしまった。,Felt shy in front of new people.
