Kanji,Reading,Meaning,Japanese Example,English Example
平ら,たいら,"flatness, level, smooth",この土地は平らだ。,This land is flat.
代理,だいり,"representation, proxy, deputy",彼は私の代理人として法廷に立った。,He stood in court as my proxy.
大陸,たいりく,continent,南極大陸に行きたい。,I want to go to Antarctica.
倒す,たおす,"to throw down, to beat",彼の提案はすべての反対を倒した。,His proposal defeated all opposition.
タオル,タオル,(hand) towel,シャワーを浴びた後にタオルを使う。,Use a towel after taking a shower.
だが,だが,"but, however",私は行きたいが、行けない。,"I want to go, but I can't."
互い,たがい,"mutual, each other",互いを理解し合うことが重要だ。,Understanding each other is important.
高める,たかめる,"to raise, to lift, to boost",努力することでスキルを高める。,Improve skills through effort.
宝,たから,treasure,彼女は家族を宝と思っている。,She treasures her family.
宅,たく,"house, home",彼は大きな宅に住んでいる。,He lives in a big house.
炊く,たく,"to boil, to cook",ご飯を炊く。,Cook rice.
焚く,たく,"to burn, to kindle, to build a fire",薪を焚く。,Kindle firewood.
抱く,だく,"to embrace, to hug",赤ちゃんを抱くと、幸せを感じる。,Feeling happy when holding a baby.
だけど,だけど,however,彼は忙しいだけど、手伝ってくれます。,"He is busy, but he will help."
たしか,たしか,"certain, sure, if I remember correctly",たしかにその案件は重要だ。,Surely that issue is important.
確かめる,たしかめる,"to ascertain, to make sure",事実を確かめましょう。,Let's confirm the facts.
多少,たしょう,a little (same as 少し (すこし)),多少の不満はあるが、満足している。,"There is some dissatisfaction, but I am satisfied."
助かる,たすかる,to be saved; (something) helps (v.i.),彼の助言に助かった。,I was saved by his advice.
助ける,たすける,"to help (v.t.), to save, to rescue",友達を助けることは大切だ。,It's important to help friends.
ただ,ただ,free of charge; just (~); only (~),ただのコーヒーです。,It's just a regular coffee.
只,ただ,"free of charge, mere, only",このサービスはただです。,This service is free of charge.
唯,ただ,"mere, sole, plain",唯一の問題は時間だ。,The only issue is time.
戦い,たたかい,"battle, fight",彼らは激しい戦いを続けた。,They continued the fierce battle.
戦う,たたかう,"to fight, to compete, to battle",彼は勝利のために戦った。,He fought for victory.
叩く,たたく,"to strike, to beat",彼は太鼓を叩いた。,He beat the drum.
直ちに,ただちに,"at once, immediately",その問題には直ちに対処する必要がある。,We need to address the issue immediately.
畳む,たたむ,to fold (clothes),洗濯物を畳んでください。,Please fold the laundry.
立ち上がる,たちあがる,to stand up,選手は立ち上がって力強いパフォーマンスを見せた。,The athlete stood up and showed a strong performance.
立場,たちば,"standpoint, position, situation",彼は難しい立場に立っている。,He is in a difficult position.
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",新しいビルが建つ。,A new building is being erected.
経つ,たつ,(time) passes,時間が経つのは早い。,Time passes quickly.
達する,たっする,"to reach, to get to",目標に達するために努力しなければならない。,We must strive to reach our goals.
唯,たった,"only, just",唯一の問題は時間だ。,The only issue is time.
だって,だって,"but, because, even",だって、できると信じていた。,Because I believed I could do it.
たっぷり,たっぷり,"full, in plenty, ample",たっぷり水を飲むことは大切だ。,It's important to drink plenty of water.
たとえ,たとえ,"even if, no matter, though",たとえ困難があっても、諦めてはいけません。,"Even if there are difficulties, do not give up."
谷,たに,valley,その村は美しい谷に位置している。,The village is situated in a beautiful valley.
他人,たにん,"unrelated person, stranger",他人の意見も尊重すべきだ。,We should also respect the opinions of others.
種,たね,seed; material; cause,この種の植物は乾燥に耐える。,This type of plant can withstand drought.
束,たば,"bunch, bundle",花束を贈ります。,I will give a bouquet of flowers.
足袋,たび,Japanese socks (with split toe),足袋を履いて歩く。,Walking in tabi socks.
度,たび,counter for occurrences,回数を数えるのに「度」を使う。,"Use ""do"" to count occurrences."
旅,たび,"travel, trip, journey",新婚旅行に行く。,Go on a honeymoon trip.
たびたび,たびたび,"often, repeatedly, frequently",彼はたびたび同じ間違いをする。,He frequently makes the same mistake.
玉,たま,"ball, sphere, coin",競技中に玉が地面に落ちた。,The ball fell to the ground during the match.
球,たま,"globe, sphere, ball",サッカーボールは球形をしている。,A soccer ball is spherical.
弾,たま,"bullet, shot",弾を装填する。,Load the bullet.
偶,たま,"even number, couple, friend",偶数は２で割り切れる。,Even numbers are divisible by 2.
騙す,だます,"to trick, to cheat, to deceive",彼は人々を騙すことに熟練していた。,He was skilled at deceiving people.
偶々,たまたま,"unexpectedly, accidentally, by chance",たまたま彼に会った。,I happened to meet him by chance.
たまらない,たまらない,"intolerable, unbearable, unendurable",その結果にはたまらない喜びを感じた。,I felt unbearable joy at the outcome.
溜まる,たまる,"to collect, to gather, to accumulate",物事は溜まって問題を引き起こす。,Things accumulate and cause problems.
黙る,だまる,to be silent,彼は黙っていた。,He was silent.
試し,ためし,"trial, test",新しいアプリを試しに使ってみよう。,Let's try using the new app.
試す,ためす,"to attempt, to test",この技術を試してみる価値がある。,It's worth trying this technique.
